id,title,optionA,optionB,optionC,optionD,answer,analysis,exam_type,knowledge_point,difficulty,tags,language,section,topic_order
"2446","A table reports 85 units in Quarter 1 and 93 units in Quarter 2. By how many units did the value increase?","93","85","13","8","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2447","A table reports 86 units in Quarter 1 and 95 units in Quarter 2. By how many units did the value increase?","86","14","9","95","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2448","A table reports 87 units in Quarter 1 and 97 units in Quarter 2. By how many units did the value increase?","15","10","97","87","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2449","A table reports 88 units in Quarter 1 and 99 units in Quarter 2. By how many units did the value increase?","11","99","88","16","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2450","A table reports 89 units in Quarter 1 and 94 units in Quarter 2. By how many units did the value increase?","94","89","10","5","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2451","A table reports 90 units in Quarter 1 and 96 units in Quarter 2. By how many units did the value increase?","90","11","6","96","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2452","A table reports 91 units in Quarter 1 and 98 units in Quarter 2. By how many units did the value increase?","12","7","98","91","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2453","A table reports 92 units in Quarter 1 and 100 units in Quarter 2. By how many units did the value increase?","8","100","92","13","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2454","A table reports 93 units in Quarter 1 and 102 units in Quarter 2. By how many units did the value increase?","102","93","14","9","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2455","A table reports 94 units in Quarter 1 and 104 units in Quarter 2. By how many units did the value increase?","94","15","10","104","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2456","A table reports 95 units in Quarter 1 and 106 units in Quarter 2. By how many units did the value increase?","16","11","106","95","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2457","A table reports 96 units in Quarter 1 and 101 units in Quarter 2. By how many units did the value increase?","5","101","96","10","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2458","A table reports 97 units in Quarter 1 and 103 units in Quarter 2. By how many units did the value increase?","103","97","11","6","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2459","A table reports 98 units in Quarter 1 and 105 units in Quarter 2. By how many units did the value increase?","98","12","7","105","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2460","A table reports 99 units in Quarter 1 and 107 units in Quarter 2. By how many units did the value increase?","13","8","107","99","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2461","A table reports 100 units in Quarter 1 and 109 units in Quarter 2. By how many units did the value increase?","9","109","100","14","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2462","A table reports 101 units in Quarter 1 and 111 units in Quarter 2. By how many units did the value increase?","111","101","15","10","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2463","A table reports 102 units in Quarter 1 and 113 units in Quarter 2. By how many units did the value increase?","102","16","11","113","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2464","A table reports 103 units in Quarter 1 and 108 units in Quarter 2. By how many units did the value increase?","10","5","108","103","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2465","A table reports 104 units in Quarter 1 and 110 units in Quarter 2. By how many units did the value increase?","6","110","104","11","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2466","A table reports 105 units in Quarter 1 and 112 units in Quarter 2. By how many units did the value increase?","112","105","12","7","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2467","A table reports 106 units in Quarter 1 and 114 units in Quarter 2. By how many units did the value increase?","106","13","8","114","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2468","A table reports 107 units in Quarter 1 and 116 units in Quarter 2. By how many units did the value increase?","14","9","116","107","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2469","A table reports 108 units in Quarter 1 and 118 units in Quarter 2. By how many units did the value increase?","10","118","108","15","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2470","A table reports 109 units in Quarter 1 and 120 units in Quarter 2. By how many units did the value increase?","120","109","16","11","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2471","A table reports 110 units in Quarter 1 and 115 units in Quarter 2. By how many units did the value increase?","110","10","5","115","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2472","A table reports 111 units in Quarter 1 and 117 units in Quarter 2. By how many units did the value increase?","11","6","117","111","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2473","A table reports 112 units in Quarter 1 and 119 units in Quarter 2. By how many units did the value increase?","7","119","112","12","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2474","A table reports 113 units in Quarter 1 and 121 units in Quarter 2. By how many units did the value increase?","121","113","13","8","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2475","A table reports 114 units in Quarter 1 and 123 units in Quarter 2. By how many units did the value increase?","114","14","9","123","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2476","A table reports 115 units in Quarter 1 and 125 units in Quarter 2. By how many units did the value increase?","15","10","125","115","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2477","A table reports 116 units in Quarter 1 and 127 units in Quarter 2. By how many units did the value increase?","11","127","116","16","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2478","A table reports 117 units in Quarter 1 and 122 units in Quarter 2. By how many units did the value increase?","122","117","10","5","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2479","A table reports 118 units in Quarter 1 and 124 units in Quarter 2. By how many units did the value increase?","118","11","6","124","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2480","A table reports 119 units in Quarter 1 and 126 units in Quarter 2. By how many units did the value increase?","12","7","126","119","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2481","A table reports 120 units in Quarter 1 and 128 units in Quarter 2. By how many units did the value increase?","8","128","120","13","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2482","A table reports 121 units in Quarter 1 and 130 units in Quarter 2. By how many units did the value increase?","130","121","14","9","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2483","A table reports 122 units in Quarter 1 and 132 units in Quarter 2. By how many units did the value increase?","122","15","10","132","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2484","A table reports 123 units in Quarter 1 and 134 units in Quarter 2. By how many units did the value increase?","16","11","134","123","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2485","A table reports 124 units in Quarter 1 and 129 units in Quarter 2. By how many units did the value increase?","5","129","124","10","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2486","A table reports 125 units in Quarter 1 and 131 units in Quarter 2. By how many units did the value increase?","131","125","11","6","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2487","A table reports 126 units in Quarter 1 and 133 units in Quarter 2. By how many units did the value increase?","126","12","7","133","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2488","A table reports 127 units in Quarter 1 and 135 units in Quarter 2. By how many units did the value increase?","13","8","135","127","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2489","A table reports 128 units in Quarter 1 and 137 units in Quarter 2. By how many units did the value increase?","9","137","128","14","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2490","A table reports 129 units in Quarter 1 and 139 units in Quarter 2. By how many units did the value increase?","139","129","15","10","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2491","A table reports 130 units in Quarter 1 and 141 units in Quarter 2. By how many units did the value increase?","130","16","11","141","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2492","A table reports 131 units in Quarter 1 and 136 units in Quarter 2. By how many units did the value increase?","10","5","136","131","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2493","A table reports 132 units in Quarter 1 and 138 units in Quarter 2. By how many units did the value increase?","6","138","132","11","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2494","A table reports 133 units in Quarter 1 and 140 units in Quarter 2. By how many units did the value increase?","140","133","12","7","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2495","A table reports 134 units in Quarter 1 and 142 units in Quarter 2. By how many units did the value increase?","134","13","8","142","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2496","A table reports 135 units in Quarter 1 and 144 units in Quarter 2. By how many units did the value increase?","14","9","144","135","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2497","A table reports 136 units in Quarter 1 and 146 units in Quarter 2. By how many units did the value increase?","10","146","136","15","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2498","A table reports 137 units in Quarter 1 and 148 units in Quarter 2. By how many units did the value increase?","148","137","16","11","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2499","A table reports 138 units in Quarter 1 and 143 units in Quarter 2. By how many units did the value increase?","138","10","5","143","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2500","A table reports 139 units in Quarter 1 and 145 units in Quarter 2. By how many units did the value increase?","11","6","145","139","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2501","A table reports 140 units in Quarter 1 and 147 units in Quarter 2. By how many units did the value increase?","7","147","140","12","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2502","A table reports 141 units in Quarter 1 and 149 units in Quarter 2. By how many units did the value increase?","149","141","13","8","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2503","A table reports 142 units in Quarter 1 and 151 units in Quarter 2. By how many units did the value increase?","142","14","9","151","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2504","A table reports 143 units in Quarter 1 and 153 units in Quarter 2. By how many units did the value increase?","15","10","153","143","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2505","A table reports 144 units in Quarter 1 and 155 units in Quarter 2. By how many units did the value increase?","11","155","144","16","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2506","A table reports 145 units in Quarter 1 and 150 units in Quarter 2. By how many units did the value increase?","150","145","10","5","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2507","A table reports 146 units in Quarter 1 and 152 units in Quarter 2. By how many units did the value increase?","146","11","6","152","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2508","A table reports 147 units in Quarter 1 and 154 units in Quarter 2. By how many units did the value increase?","12","7","154","147","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2509","A table reports 148 units in Quarter 1 and 156 units in Quarter 2. By how many units did the value increase?","8","156","148","13","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2510","A table reports 149 units in Quarter 1 and 158 units in Quarter 2. By how many units did the value increase?","158","149","14","9","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2511","A table reports 150 units in Quarter 1 and 160 units in Quarter 2. By how many units did the value increase?","150","15","10","160","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2512","A table reports 151 units in Quarter 1 and 162 units in Quarter 2. By how many units did the value increase?","16","11","162","151","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2513","A table reports 152 units in Quarter 1 and 157 units in Quarter 2. By how many units did the value increase?","5","157","152","10","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2514","A table reports 153 units in Quarter 1 and 159 units in Quarter 2. By how many units did the value increase?","159","153","11","6","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2515","A table reports 154 units in Quarter 1 and 161 units in Quarter 2. By how many units did the value increase?","154","12","7","161","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2516","A table reports 155 units in Quarter 1 and 163 units in Quarter 2. By how many units did the value increase?","13","8","163","155","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2517","A table reports 156 units in Quarter 1 and 165 units in Quarter 2. By how many units did the value increase?","9","165","156","14","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2518","A table reports 157 units in Quarter 1 and 167 units in Quarter 2. By how many units did the value increase?","167","157","15","10","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2519","A table reports 158 units in Quarter 1 and 169 units in Quarter 2. By how many units did the value increase?","158","16","11","169","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2520","A table reports 159 units in Quarter 1 and 164 units in Quarter 2. By how many units did the value increase?","10","5","164","159","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2521","A table reports 160 units in Quarter 1 and 166 units in Quarter 2. By how many units did the value increase?","6","166","160","11","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2522","A table reports 161 units in Quarter 1 and 168 units in Quarter 2. By how many units did the value increase?","168","161","12","7","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2523","A table reports 162 units in Quarter 1 and 170 units in Quarter 2. By how many units did the value increase?","162","13","8","170","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2524","A table reports 163 units in Quarter 1 and 172 units in Quarter 2. By how many units did the value increase?","14","9","172","163","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2525","A table reports 164 units in Quarter 1 and 174 units in Quarter 2. By how many units did the value increase?","10","174","164","15","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2526","A table reports 165 units in Quarter 1 and 176 units in Quarter 2. By how many units did the value increase?","176","165","16","11","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2527","A table reports 166 units in Quarter 1 and 171 units in Quarter 2. By how many units did the value increase?","166","10","5","171","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2528","A table reports 167 units in Quarter 1 and 173 units in Quarter 2. By how many units did the value increase?","11","6","173","167","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2529","A table reports 168 units in Quarter 1 and 175 units in Quarter 2. By how many units did the value increase?","7","175","168","12","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 7。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2530","A table reports 169 units in Quarter 1 and 177 units in Quarter 2. By how many units did the value increase?","177","169","13","8","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 8。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2531","A table reports 170 units in Quarter 1 and 179 units in Quarter 2. By how many units did the value increase?","170","14","9","179","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 9。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2532","A table reports 171 units in Quarter 1 and 181 units in Quarter 2. By how many units did the value increase?","15","10","181","171","B","正确答案是 B。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 10。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2533","A table reports 172 units in Quarter 1 and 183 units in Quarter 2. By how many units did the value increase?","11","183","172","16","A","正确答案是 A。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 11。","GRE原创专项练习","Data Analysis · 表格与图表解读","中","data interpretation","zh-en","Quantitative Reasoning","13"
"2534","A table reports 173 units in Quarter 1 and 178 units in Quarter 2. By how many units did the value increase?","178","173","10","5","D","正确答案是 D。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 5。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
"2535","A table reports 174 units in Quarter 1 and 180 units in Quarter 2. By how many units did the value increase?","174","11","6","180","C","正确答案是 C。Data Analysis · 表格与图表解读：data interpretation。根据题干条件逐项检验可得 6。","GRE原创专项练习","Data Analysis · 表格与图表解读","易","data interpretation","zh-en","Quantitative Reasoning","13"
